year,Original_Food retailing,Original_ Household goods retailing,"Original_Clothing, footwear and personal accessory retailing",Original_Department stores,Original_ Other retailing,"Original_Cafes, restaurants and takeaway food services",Original_Total (Industry),Seasonally_Food retailing,Seasonally_Household goods retailing,"Seasonally_Clothing, footwear and personal accessory retailing",Seasonally_Department stores,Seasonally_Other retailing,"Seasonally_Cafes, restaurants and takeaway food services",Seasonally_Total (Industry),Turnover ;  Total (State) ;  Food retailing ;,Trend_Household goods retailing,"Trend_Clothing, footwear and personal accessory retailing",Trend_Department stores,Trend_Other retailing,"Trend_Cafes, restaurants and takeaway food services",Trend_Total (Industry)
Oct-2017,10710.9,4639.0,1948.2,1518.3,3709.6,3871.1,26397.1,10560.9,4449.2,2011.8,1567.0,3677.0,3729.4,25995.3,10566.8,4483.2,2024.8,1547.2,3718.1,3719.7,26051.5
Nov-2017,10780.7,5025.0,2139.4,1730.4,4203.7,3828.1,27707.3,10588.6,4599.7,2024.5,1536.9,3774.2,3752.0,26275.9,10611.1,4498.0,2031.5,1548.9,3719.8,3737.4,26143.3
Dec-2017,12552.1,5901.4,3297.7,2822.6,4890.3,4174.9,33639.0,10731.1,4586.8,2054.4,1553.3,3742.8,3761.2,26429.5,10656.6,4530.7,2035.2,1548.1,3729.1,3752.4,26248.4
Jan-2018,10713.3,4516.1,1967.4,1413.1,3587.3,3698.8,25896.0,10684.0,4582.7,2048.2,1544.9,3758.2,3754.7,26372.7,10698.9,4561.2,2047.2,1547.8,3741.1,3759.1,26348.6
Feb-2018,9833.2,4023.6,1632.2,1099.4,3334.5,3377.8,23300.7,10699.5,4586.1,2070.1,1547.6,3767.2,3778.4,26448.9,10732.4,4583.2,2056.4,1549.4,3749.8,3758.4,26428.3
Mar-2018,11188.4,4327.6,1884.8,1416.2,3651.9,3749.1,26218.0,10771.5,4570.2,2040.9,1548.2,3759.2,3735.6,26425.6,10762.7,4594.4,2064.9,1553.2,3755.2,3754.2,26489.2
Apr-2018,10354.1,4131.3,1913.2,1402.7,3402.6,3679.3,24883.3,10798.3,4607.0,2051.0,1541.6,3749.7,3772.8,26520.5,10796.4,4594.7,2071.6,1558.0,3770.3,3755.1,26544.2
May-2018,10645.2,4370.8,2123.9,1518.0,3629.7,3666.6,25954.1,10837.7,4593.5,2107.0,1588.9,3763.2,3723.6,26614.0,10824.8,4591.0,2080.6,1561.7,3782.5,3767.0,26609.8
Jun-2018,10268.2,4659.6,2099.3,1587.2,3611.7,3601.3,25827.2,10855.3,4606.7,2111.3,1576.4,3790.5,3776.9,26717.1,10855.1,4589.3,2093.0,1562.8,3808.9,3782.0,26686.0
Jul-2018,10604.4,4420.4,1918.7,1426.7,3721.4,3844.0,25935.6,10873.7,4558.4,2084.7,1540.6,3851.2,3806.7,26715.3,10881.8,4590.1,2099.1,1562.1,3831.3,3799.2,26766.8
Aug-2018,10852.2,4434.8,1919.5,1343.6,3882.2,3908.3,26340.6,10916.8,4581.7,2100.2,1555.2,3890.5,3850.5,26894.9,10912.4,4593.0,2101.5,1559.3,3860.9,3814.4,26841.4
Sep-2018,10713.8,4467.8,1915.4,1398.8,3704.7,3863.4,26063.9,10954.8,4593.0,2084.6,1559.9,3871.1,3847.0,26910.2,10952.7,4596.6,2103.5,1556.6,3877.7,3826.4,26914.0
Oct-2018,11126.1,4779.9,2082.5,1524.8,3965.3,3929.1,27407.7,10997.0,4642.6,2138.2,1566.0,3893.3,3808.9,27046.0,11006.4,4600.5,2104.9,1554.5,3885.1,3836.8,26989.7
Nov-2018,11214.7,5100.0,2268.7,1745.1,4346.5,3934.2,28609.2,10999.9,4588.7,2094.7,1536.9,3865.0,3795.7,26880.9,11069.1,4601.4,2109.6,1553.2,3891.4,3846.0,27067.6
Dec-2018,13037.6,5826.5,3351.8,2813.5,5053.1,4278.9,34361.4,11186.0,4585.8,2110.3,1567.8,3898.1,3886.8,27234.7,11129.1,4594.4,2114.6,1552.6,3889.4,3857.4,27137.8
Jan-2019,11253.8,4518.6,2027.6,1409.6,3711.7,3826.7,26748.0,11187.9,4590.2,2110.0,1540.4,3899.2,3888.1,27215.8,11177.8,4581.2,2121.5,1552.5,3891.3,3868.9,27193.7
Feb-2019,10308.6,4020.5,1690.8,1115.2,3458.1,3456.0,24049.2,11227.1,4575.5,2147.2,1566.5,3908.0,3874.3,27298.7,11211.3,4565.3,2126.7,1553.6,3894.9,3879.7,27232.0
Mar-2019,11405.1,4325.4,1970.6,1355.7,3706.7,3897.1,26660.6,11251.3,4557.7,2145.1,1535.4,3879.1,3904.0,27272.6,11223.5,4554.7,2135.6,1556.3,3904.5,3886.3,27258.0
Apr-2019,10964.8,4086.4,1996.7,1474.6,3606.5,3808.2,25937.2,11196.8,4517.8,2124.9,1565.5,3909.7,3868.3,27183.1,11213.2,4553.0,2146.1,1559.5,3915.0,3886.9,27278.3
May-2019,11024.2,4345.5,2167.9,1512.0,3829.4,3829.0,26708.0,11208.5,4555.9,2146.1,1575.3,3929.2,3869.7,27284.7,11208.0,4559.9,2157.4,1562.5,3933.7,3883.7,27307.3
Jun-2019,10587.6,4590.4,2134.9,1570.2,3722.7,3706.0,26311.9,11183.5,4582.4,2182.3,1569.2,3967.2,3905.0,27389.7,11208.5,4573.7,2168.0,1564.9,3957.0,3883.3,27350.8
Jul-2019,10950.7,4431.4,2005.3,1439.2,3873.3,3903.5,26603.4,11217.4,4604.3,2169.1,1549.3,3967.3,3886.2,27393.5,11220.9,4592.2,2177.0,1567.6,3974.8,3887.0,27418.4
Aug-2019,11296.5,4480.6,2030.1,1381.4,3969.8,3948.4,27106.8,11248.9,4617.0,2206.8,1574.9,4000.0,3887.9,27535.6,11252.6,4613.1,2184.1,1570.1,3984.7,3893.8,27502.2
Sep-2019,10949.5,4491.2,1981.3,1384.2,3853.6,3926.6,26586.5,11288.5,4620.2,2185.4,1575.8,3997.5,3893.8,27561.3,11305.6,4631.5,2190.1,1572.7,3990.7,3904.1,27591.9
Oct-2019,11569.3,4793.9,2126.9,1544.5,4069.3,4043.2,28147.1,11389.7,4644.2,2173.8,1572.5,4000.1,3904.2,27684.6,11368.9,4644.8,2189.2,1575.3,3986.2,3916.2,27676.4
Nov-2019,11648.2,5172.5,2404.0,1826.3,4408.9,4067.3,29527.1,11393.7,4647.7,2171.4,1580.6,3941.2,3954.6,27689.2,11436.7,4654.1,2184.5,1578.5,3979.6,3931.0,27750.8
Dec-2019,13310.8,6024.6,3474.3,2819.9,5191.2,4389.3,35210.2,11531.1,4702.1,2205.3,1591.8,3993.4,3954.2,27977.9,11499.3,4660.8,2174.7,1581.7,3965.7,3945.4,27813.9
Jan-2020,11574.1,4563.4,2086.8,1417.3,3789.7,3890.1,27321.3,11519.1,4650.3,2176.5,1566.3,3964.2,3956.9,27833.3,11545.5,4664.9,2159.4,1583.2,3961.0,3958.7,27872.3
Feb-2020,11072.4,4214.4,1718.2,1180.2,3629.8,3621.3,25436.2,11576.0,4641.5,2105.7,1586.8,3990.9,3954.6,27855.5,11580.5,4668.4,2143.3,1583.9,3958.9,3972.9,27933.8
Mar-2020,14319.2,4752.4,1452.4,1241.4,4395.4,3007.1,29167.9,14299.7,4996.9,1601.7,1426.1,4591.3,3015.0,29930.8,,,,,,,
Apr-2020,11662.1,4532.7,703.9,1177.0,3645.2,1907.9,23628.7,11848.5,5049.1,752.4,1241.2,3963.0,1951.8,24806.1,,,,,,,
May-2020,12518.8,5607.6,1740.7,1697.2,4131.3,2499.1,28194.7,12626.8,5846.0,1726.1,1751.9,4302.3,2524.8,28778.0,,,,,,,
Jun-2020,11952.6,5756.6,2055.3,1557.7,4142.6,3111.8,28576.6,12702.7,5690.6,2094.6,1573.4,4330.2,3238.5,29630.1,,,,,,,
Jul-2020,12697.8,5764.9,2104.2,1528.0,4467.8,3458.0,30020.7,12908.9,5991.3,2253.1,1630.9,4563.6,3406.6,30754.2,,,,,,,
Aug-2020,12773.5,5336.9,1798.0,1236.8,4204.6,3229.6,28579.5,12869.9,5585.4,1996.4,1469.5,4339.4,3214.4,29475.0,,,,,,,
Sep-2020,12382.0,5272.7,1821.5,1360.2,4170.9,3342.5,28349.8,12716.6,5352.4,1969.8,1468.7,4293.8,3300.6,29102.0,,,,,,,
Oct-2020,13049.3,5565.9,2083.7,1562.4,4462.9,3615.8,30340.0,12743.6,5384.2,2116.6,1589.4,4389.5,3478.0,29701.2,,,,,,,
Nov-2020,12786.8,6525.9,2757.6,2070.7,5172.7,3805.6,33119.3,12686.5,5898.8,2513.0,1809.1,4624.2,3720.2,31251.8,,,,,,,
Dec-2020,14756.9,7065.0,3868.9,3012.7,5939.5,4260.1,38903.2,12761.7,5587.8,2455.9,1702.5,4555.8,3879.1,30942.7,,,,,,,
Jan-2021,12825.2,5447.4,2237.5,1514.0,4300.6,3783.9,30108.5,12744.0,5567.1,2350.5,1677.9,4562.9,3871.3,30773.7,,,,,,,
Feb-2021,11378.5,4879.3,1872.8,1197.7,4008.5,3440.4,26777.2,12395.2,5533.4,2382.8,1672.8,4547.6,3865.0,30396.8,,,,,,,
Mar-2021,12565.1,5337.3,2297.3,1600.2,4491.2,4044.9,30336.0,12256.5,5508.9,2485.0,1786.6,4576.2,4005.6,30618.9,,,,,,,
Apr-2021,12001.6,5011.2,2387.6,1596.8,4252.1,4017.5,29266.9,12359.9,5611.8,2527.1,1711.0,4643.1,4099.9,30952.8,,,,,,,
May-2021,12334.8,5249.2,2519.6,1602.1,4468.0,4043.1,30216.8,12481.4,5529.9,2532.3,1672.7,4653.3,4103.9,30973.3,,,,,,,
Jun-2021,11949.2,5551.9,2265.2,1560.2,4410.4,3696.9,29433.8,12694.8,5490.9,2305.2,1566.3,4626.7,3856.8,30540.6,,,,,,,
Jul-2021,12811.6,5199.7,1841.5,1313.9,4558.3,3447.7,29172.7,12918.0,5420.4,1974.2,1395.4,4679.4,3399.8,29787.1,,,,,,,
Aug-2021,12994.5,5057.1,1471.6,1032.5,4593.1,3219.9,28368.7,13217.2,5245.4,1629.7,1220.5,4712.5,3178.4,29203.6,,,,,,,
Sep-2021,12768.9,5330.7,1616.5,1137.6,4678.1,3369.8,28901.7,13084.2,5461.3,1756.8,1235.4,4817.8,3338.0,29693.5,,,,,,,
Oct-2021,13259.0,5907.5,2173.8,1493.4,4959.2,3916.1,31709.1,13014.0,5721.5,2222.2,1526.3,4934.1,3775.6,31193.7,,,,,,,
Nov-2021,12722.8,7018.2,3241.0,2106.2,5860.2,4222.7,35171.1,12647.8,6258.9,2882.4,1799.2,5161.5,4117.7,32867.5,,,,,,,
Dec-2021,15255.2,7442.1,4136.7,2765.5,6683.3,4580.5,40863.3,13142.0,5902.3,2635.1,1584.3,5136.2,4160.8,32560.7,,,,,,,
Jan-2022,13372.0,5722.6,2371.1,1446.9,4952.1,3997.3,31862.0,13327.0,5920.0,2538.6,1628.0,5263.2,4140.8,32817.5,,,,,,,
Feb-2022,11886.0,5279.2,2205.5,1259.6,4583.2,3995.3,29208.8,12935.4,5977.8,2800.3,1752.2,5203.7,4481.8,33151.2,,,,,,,
Mar-2022,13090.0,5875.3,2608.7,1599.3,5103.4,4554.2,32830.9,12948.0,6152.9,2837.1,1800.6,5285.0,4540.6,33564.2,,,,,,,
Apr-2022,13070.3,5463.1,2767.8,1725.0,4898.5,4610.4,32535.1,13147.6,6043.4,2890.1,1797.9,5317.6,4681.4,33878.0,,,,,,,
May-2022,12932.2,5769.0,2873.4,1767.6,5195.9,4748.9,33287.1,13187.5,6008.9,2880.6,1844.0,5352.7,4758.8,34032.5,,,,,,,
Jun-2022,12499.6,6010.8,2868.6,1817.9,5166.2,4672.5,33035.5,13240.7,6008.7,2945.0,1849.9,5410.5,4897.7,34352.6,,,,,,,
Jul-2022,13205.7,5750.9,2775.1,1760.3,5295.1,5013.0,33800.0,13354.8,5992.2,2978.9,1875.9,5499.9,4961.2,34662.9,13356.9,6033.1,2957.3,1872.7,5414.6,4949.6,34607.1
Aug-2022,13310.4,5900.1,2687.7,1618.0,5282.3,5079.0,33877.5,13462.4,6109.6,2951.7,1891.1,5369.4,5013.5,34797.6,13464.5,6038.8,2972.8,1884.9,5413.9,5020.4,34811.0
Sep-2022,13328.8,5968.8,2773.0,1744.1,5256.2,5205.9,34276.8,13577.3,6048.3,2984.9,1887.0,5368.6,5081.5,34947.6,13579.2,6041.2,2978.1,1885.7,5403.1,5076.4,34977.7
Oct-2022,13930.9,6179.5,2872.5,1830.9,5413.9,5268.4,35496.2,13686.2,6047.9,2982.0,1895.7,5399.8,5130.0,35141.5,13698.6,6029.1,2975.5,1880.0,5389.4,5123.2,35105.5
Nov-2022,13839.2,6897.5,3462.8,2292.6,6113.2,5261.5,37866.8,13738.9,6113.9,3021.8,1910.5,5402.8,5131.4,35319.2,13812.7,5994.8,2968.8,1872.3,5375.8,5164.7,35193.5
Dec-2022,16471.7,7348.2,4490.6,3088.2,6899.8,5747.8,44046.3,14033.1,5844.4,2870.0,1771.5,5331.5,5221.6,35072.1,13906.0,5943.6,2963.9,1870.3,5368.7,5203.1,35255.6
Jan-2023,13919.6,5724.3,2794.1,1687.8,5112.4,5100.2,34338.4,13981.2,5858.8,2993.6,1900.5,5383.0,5245.3,35362.4,13970.0,5886.0,2963.9,1873.9,5368.6,5238.0,35298.5
Feb-2023,12838.4,5160.8,2339.8,1356.7,4728.3,4680.6,31104.6,13974.8,5843.8,2965.5,1881.5,5372.5,5249.9,35288.0,14003.6,5833.2,2966.9,1880.8,5371.3,5267.7,35322.3
Mar-2023,14199.2,5541.5,2722.9,1674.2,5193.6,5343.9,34675.4,14027.5,5811.9,2961.4,1896.1,5365.2,5318.0,35380.1,14010.9,5791.5,2970.4,1885.9,5372.6,5293.9,35325.2
Apr-2023,13806.0,5130.7,2837.2,1820.6,4850.1,5157.9,33602.6,13999.4,5747.8,3002.6,1915.7,5352.2,5302.3,35320.0,14001.1,5763.6,2974.3,1886.5,5375.6,5318.4,35319.4
May-2023,13707.4,5502.7,3005.5,1833.5,5350.0,5325.2,34724.2,13968.9,5744.4,2994.7,1905.6,5457.5,5346.1,35417.2,13988.8,5741.8,2975.6,1881.3,5379.9,5341.2,35308.7
Jun-2023,13266.7,5824.6,2876.4,1777.5,5145.1,5152.1,34042.4,13982.8,5752.0,2933.2,1810.0,5339.8,5328.2,35145.8,13985.6,5735.6,2977.2,1876.3,5385.7,5361.7,35322.1
Jul-2023,13796.7,5432.4,2729.5,1740.5,5165.8,5398.0,34263.0,14005.5,5732.4,2972.0,1881.9,5374.7,5397.2,35363.5,13997.9,5747.7,2978.5,1876.8,5393.1,5376.0,35370.1
Aug-2023,13857.4,5518.6,2732.5,1629.2,5307.7,5494.3,34539.7,13993.0,5720.0,2979.1,1874.5,5398.5,5408.5,35373.7,14024.8,5778.0,2977.6,1884.7,5404.0,5380.2,35449.3
Sep-2023,13858.4,5749.2,2812.7,1782.4,5298.0,5481.3,34981.9,14047.4,5817.0,3011.6,1912.8,5455.0,5382.9,35626.8,14064.2,5812.8,2973.8,1894.8,5418.8,5375.7,35540.1
Oct-2023,14268.5,5969.0,2854.3,1832.3,5471.7,5551.1,35946.9,14148.8,5766.1,2959.0,1896.7,5423.3,5358.4,35552.2,14111.4,5835.0,2970.9,1903.5,5435.9,5367.1,35623.7
Nov-2023,14296.6,6885.5,3455.2,2363.7,6184.4,5463.5,38649.0,14135.3,6134.6,3012.0,1972.1,5462.3,5350.4,36066.8,14157.8,5831.7,2969.2,1907.1,5454.4,5359.4,35679.6
Dec-2023,16634.0,7096.7,4450.6,3189.0,6951.0,5837.4,44158.6,14243.1,5649.0,2873.5,1847.4,5442.6,5318.3,35373.9,14198.8,5801.6,2967.5,1904.1,5473.4,5358.3,35703.7
Jan-2024,14188.2,5611.9,2757.7,1672.6,5285.4,5219.1,34734.9,14237.2,5753.8,2948.4,1878.1,5529.8,5379.0,35726.1,14233.9,5756.1,2967.4,1897.4,5493.6,5364.6,35713.0
Feb-2024,13546.5,5211.7,2521.7,1435.1,5049.2,4981.1,32745.3,14215.7,5711.7,3084.1,1921.6,5518.8,5392.8,35844.7,14264.0,5715.0,2969.8,1891.2,5519.2,5375.1,35734.3
Mar-2024,14838.6,5294.9,2667.2,1729.1,5228.6,5378.4,35136.7,14342.7,5636.3,2949.7,1887.9,5507.1,5388.5,35712.1,14294.5,5698.0,2974.2,1886.9,5550.7,5384.5,35788.8
Apr-2024,13749.8,5195.6,2807.9,1728.6,5213.8,5325.3,34020.9,14285.9,5689.7,2940.4,1885.1,5611.4,5398.8,35811.4,14330.6,5710.9,2979.3,1886.0,5586.1,5390.3,35883.3
May-2024,14189.2,5510.7,3021.8,1806.4,5535.7,5391.6,35455.4,14383.1,5755.8,2980.5,1873.3,5621.1,5388.4,36002.2,14371.7,5743.4,2985.1,1887.4,5623.3,5393.6,36004.6
Jun-2024,13699.6,5841.5,2917.2,1859.0,5333.5,5115.3,34766.2,14420.0,5818.8,3001.7,1889.6,5671.4,5385.6,36187.1,14415.7,5773.6,2992.5,1889.1,5661.0,5397.2,36129.1
Jul-2024,14115.7,5565.5,2770.6,1746.4,5539.6,5431.5,35169.4,14447.2,5815.2,2995.3,1884.8,5679.5,5385.3,36207.3,14460.4,5798.4,3001.6,1891.4,5697.2,5401.8,36250.9
Aug-2024,14593.1,5596.6,2812.4,1699.7,5673.8,5554.8,35930.3,14530.7,5797.6,3041.0,1915.2,5753.0,5437.2,36474.7,14504.8,5826.5,3008.4,1893.8,5735.2,5407.9,36376.4

